data_id,state_id,indicator_id,categories_id,nfhs_id,state_name,state_acronym,category,indicator_name,nfhs_round,ST,Non-ST,Total
981,2,69,8,2,Himachal Pradesh,HP,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,72.9,70.5,70.7
982,2,70,8,2,Himachal Pradesh,HP,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,84.9,78.8,79.2
983,2,71,8,2,Himachal Pradesh,HP,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,18.8,21.9,21.8
984,2,72,8,2,Himachal Pradesh,HP,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,14.5,22.2,21.7
985,2,73,8,2,Himachal Pradesh,HP,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,65.3,68.2,68
986,2,74,8,2,Himachal Pradesh,HP,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,71.6,65.1,65.5
987,2,75,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,13.7,13.9,13.9
988,2,76,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,8.2,12.2,11.9
989,2,77,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,26.7,30.6,30.4
990,2,78,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,20.4,31.6,30.9
991,2,79,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,57,52.2,52.5
992,2,80,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,58.2,62,61.8
993,2,81,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,36.8,36.7,36.7
994,2,82,9,2,Himachal Pradesh,HP,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,53.8,53,53
995,2,83,10,2,Himachal Pradesh,HP,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,6,7.5,7.4
996,2,84,10,2,Himachal Pradesh,HP,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,8.8,15.2,14.8
997,2,85,11,2,Himachal Pradesh,HP,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,9,11.3,11.1
998,2,86,11,2,Himachal Pradesh,HP,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,11.7,15.9,15.7
999,2,87,12,2,Himachal Pradesh,HP,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,3.8,1.5,1.7
1000,2,88,12,2,Himachal Pradesh,HP,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,39.1,32,32.3
1001,2,89,12,2,Himachal Pradesh,HP,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,1.8,0.6,0.6
1002,2,90,12,2,Himachal Pradesh,HP,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,42.6,31.3,31.8
1003,2,91,13,2,Himachal Pradesh,HP,Infectious Disease,Households with at least one mosquito net (%),NFHS V,2.8,3.6,3.5
1004,2,92,13,2,Himachal Pradesh,HP,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,200,200,200
1005,2,93,13,2,Himachal Pradesh,HP,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,95,96.1,96
1006,2,94,13,2,Himachal Pradesh,HP,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,97.3,95,95.1
1007,2,95,14,2,Himachal Pradesh,HP,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,20.2,20.2,20.2
1008,2,96,14,2,Himachal Pradesh,HP,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,27,22.8,23.1
1009,2,97,14,2,Himachal Pradesh,HP,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,82,83.2,83.1
1010,2,98,14,2,Himachal Pradesh,HP,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,74.7,79.8,79.5
1011,2,99,15,2,Himachal Pradesh,HP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,7.7,10.6,10.4
1012,2,100,15,2,Himachal Pradesh,HP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,6.8,6.6,6.6
1013,2,101,15,2,Himachal Pradesh,HP,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,0.8,0.8,0.8
1014,2,102,15,2,Himachal Pradesh,HP,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,0.9,0,0.9
1015,2,103,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,95.7,95.5,95.5
1016,2,104,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,96.8,97.4,97.4
1017,2,105,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,90.5,94.7,94.5
1018,2,106,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,96.8,97.2,97.1
1019,2,107,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,38.8,36,36.2
1020,2,108,16,2,Himachal Pradesh,HP,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,27.3,41.2,40.4
1021,2,109,17,2,Himachal Pradesh,HP,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,35,30.6,30.9
1022,2,110,17,2,Himachal Pradesh,HP,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,50.6,52.9,52.7
1023,2,111,17,2,Himachal Pradesh,HP,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,2.7,3.2,3.2
1024,2,112,17,2,Himachal Pradesh,HP,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,1.9,3.1,3
1025,2,113,17,2,Himachal Pradesh,HP,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,1.9,3.1,3
1026,2,114,17,2,Himachal Pradesh,HP,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,1.8,8.3,8
1027,20,1,1,2,Jharkhand,JH,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1054,1049,1050
1028,20,2,1,2,Jharkhand,JH,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,906,910,909
1029,20,3,1,2,Jharkhand,JH,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,76.6,84.3,82.2
1030,20,4,1,2,Jharkhand,JH,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,58.1,67,64.6
1031,20,5,1,2,Jharkhand,JH,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,24.7,36.3,33.2
1032,20,6,1,2,Jharkhand,JH,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,27.7,33.8,32.2
1033,20,7,1,2,Jharkhand,JH,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,91,91.3,91.2
1034,20,8,1,2,Jharkhand,JH,Population and household profile,Households having BPL card (%),NFHS V,66.3,55.3,58.4
1035,20,9,1,2,Jharkhand,JH,Population and household profile,Households owning agricultural land (%),NFHS V,68.5,49.3,54.7
1036,20,10,1,2,Jharkhand,JH,Population and household profile,Households with electricity (%),NFHS V,88.2,96.1,93.8
1037,20,11,1,2,Jharkhand,JH,Population and household profile,Households with an improved drinking water source (%),NFHS V,79.7,89.6,86.8
1038,20,12,1,2,Jharkhand,JH,Population and household profile,Households using improved sanitation facility (%),NFHS V,52.5,66.1,62.3
1039,20,13,1,2,Jharkhand,JH,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,43,29.9,33.6
1040,20,14,1,2,Jharkhand,JH,Population and household profile,Households using clean fuel for cooking (%),NFHS V,15.1,38.5,31.9
1041,20,15,1,2,Jharkhand,JH,Population and household profile,Households having pucca house (%),NFHS V,19.4,52,42.8
1042,20,16,1,2,Jharkhand,JH,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,37.5,57.4,51.8
1043,20,17,1,2,Jharkhand,JH,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,45,52.4,50.3
1044,20,18,1,2,Jharkhand,JH,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,0.6,0.6,0.6
1045,20,19,2,2,Jharkhand,JH,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,38.4,53.9,49.5
1046,20,20,2,2,Jharkhand,JH,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,86,93.7,91.5
1047,20,21,2,2,Jharkhand,JH,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,21.7,39.4,34.7
1048,20,22,2,2,Jharkhand,JH,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,22.4,34.7,31.4
1049,20,23,3,2,Jharkhand,JH,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,68.3,77.7,75.1
1050,20,24,3,2,Jharkhand,JH,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,55.9,63.7,61.7
1051,20,25,3,2,Jharkhand,JH,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,26,41.3,37.4
1052,20,26,3,2,Jharkhand,JH,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,0.3,0.2,0.3
1053,20,27,3,2,Jharkhand,JH,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,81.2,66.9,69.8
1054,20,28,3,2,Jharkhand,JH,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,12.6,11.1,11.5
1055,20,29,3,2,Jharkhand,JH,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,4.8,4.7,4.8
1056,20,30,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,9.8,9.8,9.8
1057,20,31,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,67.5,68.2,68
1058,20,32,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,32.7,40.9,38.6
1059,20,33,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,31,27.2,28.2
1060,20,34,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,13.6,15.3,14.9
1061,20,35,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,93.5,90.7,91.5
1062,20,36,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,60.8,54.8,56.5
1063,20,37,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,71,59.6,62.8
1064,20,38,4,2,Jharkhand,JH,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,80.2,70.9,73.5
1065,20,39,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,66.4,79.2,75.8
1066,20,40,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,58.8,56.1,56.8
1067,20,41,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,7.3,14.8,12.8
1068,20,42,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,28.5,38.7,34.9
1069,20,43,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,6.1,7.3,7
1070,20,44,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,38.5,30.5,32.5
1071,20,45,5,2,Jharkhand,JH,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,3483,6586,5762
1072,20,46,6,2,Jharkhand,JH,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,70.8,77.6,75.7
1073,20,47,6,2,Jharkhand,JH,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,2.3,1.9,2
1074,20,48,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,66.2,75.8,73.2
1075,20,49,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,64.6,65.2,65.1
1076,20,50,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,74.6,75.9,75.6
1077,20,51,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,36.8,34.3,34.9
1078,20,52,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,8.2,6.8,7.2
1079,20,53,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,71.8,72.3,72.1
1080,20,54,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,59.9,53.8,55.6
1081,20,55,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,30.5,28.2,28.9
1082,20,56,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,21.5,20.2,20.6
1083,20,57,7,2,Jharkhand,JH,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,2.8,1.8,2.1
